学科,书本,标题,题干,是否有图片,图片路径,掌握程度,标签,答案,历次反馈,预留空间,首次做题时间
数学,660题,660题-393,"已知$\boldsymbol{\alpha}_1 = (1,2,1)^{\mathrm{T}},\boldsymbol{\alpha}_2 = (2,3,a)^{\mathrm{T}},\boldsymbol{\alpha}_3 = (1,a + 2,-2)^{\mathrm{T}},\boldsymbol{\beta} = (1,3,0)^{\mathrm{T}}$. 若$\boldsymbol{\beta}$可由$\boldsymbol{\alpha}_1,\boldsymbol{\alpha}_2,\boldsymbol{\alpha}_3$线性表示，且表示法不唯一，则$a = \underline{\quad\quad\quad}$.",n,660题-393,*,错题,"设$x_1\boldsymbol{\alpha}_1 + x_2\boldsymbol{\alpha}_2 + x_3\boldsymbol{\alpha}_3 = \boldsymbol{\beta}$, 由题意
$\boldsymbol{\beta}$可由$\boldsymbol{\alpha}_1,\boldsymbol{\alpha}_2,\boldsymbol{\alpha}_3$线性表示且表示法不唯一$\Leftrightarrow$方程组$\boldsymbol{A}x = \boldsymbol{\beta}$有无穷多解
$\Leftrightarrow r(\boldsymbol{A}) = r(\overline{\boldsymbol{A}}) < 3$,
\[
\overline{\boldsymbol{A}} = [\boldsymbol{\alpha}_1,\boldsymbol{\alpha}_2,\boldsymbol{\alpha}_3 \mid \boldsymbol{\beta}] =
\begin{bmatrix}
1 & 2 & 1 & 1\\
2 & 3 & a + 2 & 3\\
1 & a & -2 & 0
\end{bmatrix}
\to
\begin{bmatrix}
1 & 2 & 1 & 1\\
0 & -1 & a & 1\\
0 & 0 & a^2 - 2a - 3 & a - 3
\end{bmatrix},
\]
可见$r(\boldsymbol{A}) = r(\overline{\boldsymbol{A}}) < 3\Leftrightarrow a = 3$.",,7cm,2026-06-16
数学,660题,660题-394,"设$\boldsymbol{A} = [\boldsymbol{\alpha}_1, \boldsymbol{\alpha}_2, \boldsymbol{\alpha}_3, \boldsymbol{\alpha}_4]$为四阶矩阵，$\boldsymbol{P} = [\boldsymbol{\beta}_1, \boldsymbol{\beta}_2, \boldsymbol{\beta}_3, \boldsymbol{\beta}_4]$为四阶可逆矩阵，若$\boldsymbol{\alpha}_1 = \boldsymbol{\beta}_1 + 2\boldsymbol{\beta}_2 - \boldsymbol{\beta}_3 + \boldsymbol{\beta}_4$，$\boldsymbol{\alpha}_2 = 2\boldsymbol{\beta}_1 + \boldsymbol{\beta}_2 + \boldsymbol{\beta}_3 + 2\boldsymbol{\beta}_4$，$\boldsymbol{\alpha}_3 = 4\boldsymbol{\beta}_1 + 2\boldsymbol{\beta}_2 + 2\boldsymbol{\beta}_3 + 4\boldsymbol{\beta}_4$，$\boldsymbol{\alpha}_4 = 3\boldsymbol{\beta}_2 - 3\boldsymbol{\beta}_3 + 3\boldsymbol{\beta}_4$，则向量组$\boldsymbol{\alpha}_1, \boldsymbol{\alpha}_2, \boldsymbol{\alpha}_3, \boldsymbol{\alpha}_4$的一个极大线性无关组为\underline{\quad\quad\quad}.",n,660题-394,***,不熟练,"由于$\boldsymbol{\alpha}_1 = \boldsymbol{\beta}_1 + 2\boldsymbol{\beta}_2 - \boldsymbol{\beta}_3 + \boldsymbol{\beta}_4$，$\boldsymbol{\alpha}_2 = 2\boldsymbol{\beta}_1 + \boldsymbol{\beta}_2 + \boldsymbol{\beta}_3 + 2\boldsymbol{\beta}_4$，$\boldsymbol{\alpha}_3 = 4\boldsymbol{\beta}_1 + 2\boldsymbol{\beta}_2 + 2\boldsymbol{\beta}_3 + 4\boldsymbol{\beta}_4$，$\boldsymbol{\alpha}_4 = 3\boldsymbol{\beta}_2 - 3\boldsymbol{\beta}_3 + 3\boldsymbol{\beta}_4$，所以
\[
[\boldsymbol{\alpha}_1, \boldsymbol{\alpha}_2, \boldsymbol{\alpha}_3, \boldsymbol{\alpha}_4] = [\boldsymbol{\beta}_1, \boldsymbol{\beta}_2, \boldsymbol{\beta}_3, \boldsymbol{\beta}_4]
\begin{bmatrix}
1 & 2 & 4 & 0 \\
2 & 1 & 2 & 3 \\
-1 & 1 & 2 & -3 \\
1 & 2 & 4 & 3
\end{bmatrix}
= \boldsymbol{P}
\begin{bmatrix}
1 & 2 & 4 & 0 \\
2 & 1 & 2 & 3 \\
-1 & 1 & 2 & -3 \\
1 & 2 & 4 & 3
\end{bmatrix}
\]
记$\boldsymbol{B} =
\begin{bmatrix}
1 & 2 & 4 & 0 \\
2 & 1 & 2 & 3 \\
-1 & 1 & 2 & -3 \\
1 & 2 & 4 & 3
\end{bmatrix}$，则$\boldsymbol{A} = \boldsymbol{P}\boldsymbol{B}$，于是$\boldsymbol{P}^{-1}\boldsymbol{A} = \boldsymbol{B}$.
由于可逆矩阵为一些初等矩阵的乘积，设$\boldsymbol{P}^{-1} = \boldsymbol{P}_1\boldsymbol{P}_2\cdots\boldsymbol{P}_s$，其中$\boldsymbol{P}_i (i = 1,2,\cdots,s)$为初等矩阵，则$\boldsymbol{P}_1\boldsymbol{P}_2\cdots\boldsymbol{P}_s\boldsymbol{A} = \boldsymbol{B}$.
所以矩阵$\boldsymbol{A}$经过若干次初等行变换可以变为矩阵$\boldsymbol{B}$，进一步
\[
\boldsymbol{B} =
\begin{bmatrix}
1 & 2 & 4 & 0 \\
2 & 1 & 2 & 3 \\
-1 & 1 & 2 & -3 \\
1 & 2 & 4 & 3
\end{bmatrix}
\rightarrow
\begin{bmatrix}
1 & 2 & 4 & 0 \\
0 & -3 & -6 & 3 \\
0 & 3 & 6 & -3 \\
0 & 0 & 0 & 3
\end{bmatrix}
\rightarrow
\begin{bmatrix}
1 & 2 & 4 & 0 \\
0 & -3 & -6 & 3 \\
0 & 0 & 0 & 0 \\
0 & 0 & 0 & 3
\end{bmatrix}
\rightarrow
\begin{bmatrix}
1 & 2 & 4 & 0 \\
0 & -3 & -6 & 3 \\
0 & 0 & 0 & 3 \\
0 & 0 & 0 & 0
\end{bmatrix}
\]
所以向量组$\boldsymbol{\alpha}_1, \boldsymbol{\alpha}_2, \boldsymbol{\alpha}_3, \boldsymbol{\alpha}_4$的一个极大线性无关组为$\boldsymbol{\alpha}_1, \boldsymbol{\alpha}_2, \boldsymbol{\alpha}_4$（或$\boldsymbol{\alpha}_1, \boldsymbol{\alpha}_3, \boldsymbol{\alpha}_4$）.",,12cm,2026-06-18
数学,660题,660题-397,"与$\boldsymbol{\alpha}_1 = (1,2,3,-1)^{\mathrm{T}},\boldsymbol{\alpha}_2 = (0,1,1,2)^{\mathrm{T}},\boldsymbol{\alpha}_3 = (2,1,3,0)^{\mathrm{T}}$都正交的单位向量是\underline{\quad\quad\quad}.",n,660题-397,*,错题、漏掉符号,"\(\pm\frac{1}{\sqrt{3}}(1,1,-1,0)^{\mathrm{T}}\)
【分析】向量\(\boldsymbol{\alpha},\boldsymbol{\beta}\)正交\(\Leftrightarrow\)内积\(\boldsymbol{\alpha}^{\mathrm{T}}\boldsymbol{\beta} = 0\).
设\(\boldsymbol{\beta} = (x_1,x_2,x_3,x_4)^{\mathrm{T}}\)与\(\boldsymbol{\alpha}_1,\boldsymbol{\alpha}_2,\boldsymbol{\alpha}_3\)均正交，那么
\[\begin{cases}
\boldsymbol{\alpha}_1^{\mathrm{T}}\boldsymbol{\beta} = x_1 + 2x_2 + 3x_3 - x_4 = 0, \\
\boldsymbol{\alpha}_2^{\mathrm{T}}\boldsymbol{\beta} = x_2 + x_3 + 2x_4 = 0, \\
\boldsymbol{\alpha}_3^{\mathrm{T}}\boldsymbol{\beta} = 2x_1 + x_2 + 3x_3 = 0,
\end{cases}\]
对齐次方程组\(A\boldsymbol{x} = \boldsymbol{0}\)的系数矩阵作初等行变换，有
\[\begin{bmatrix}
1 & 2 & 3 & -1 \\
0 & 1 & 1 & 2 \\
2 & 1 & 3 & 0
\end{bmatrix}
\rightarrow
\begin{bmatrix}
1 & 2 & 3 & -1 \\
0 & 1 & 1 & 2 \\
0 & -3 & -3 & 2
\end{bmatrix}
\rightarrow
\begin{bmatrix}
1 & 0 & 1 & 0 \\
0 & 1 & 1 & 0 \\
0 & 0 & 0 & 1
\end{bmatrix}.\]
得到基础解系是\(\boldsymbol{\beta} = (-1,-1,1,0)^{\mathrm{T}}\).
将其单位化，得\(\boldsymbol{\beta}^0 =\pm\frac{1}{\sqrt{3}}(-1,-1,1,0)^{\mathrm{T}}\)，即为所求.",,11cm,2026-06-18
数学,660题,660题-399,已知$A = \begin{bmatrix}1&-2&0\\2&1&5\\0&1&1\end{bmatrix}$，$A^{*}$是$A$的伴随矩阵，则$A^{*}x = 0$的通解是\underline{\quad\quad\quad}.,n,660题-399,*,错题,"\[k_1(1,2,0)^T + k_2(-2,1,1)^T, k_1,k_2\text{ 是任意实数}\]
【分析】易见行列式$|A| = 0$，秩$r(A) = 2$. 那么$r(A^{*}) = 1$.
从而$n - r(A^{*}) = 3 - r(A^{*}) = 2$.
又$A^{*}A = |A|E = O$，所以$A$的列向量是齐次方程组$A^{*}x = 0$的解. 取$\eta_1 = (1,2,0)^T$，$\eta_2 = (-2,1,1)^T$. 齐次方程组$A^{*}x = 0$通解形式为$k_1\eta_1 + k_2\eta_2$.",,12cm,2026-06-18
数学,660题,660题-401,已知非齐次线性方程组\((I)\begin{cases}x_1 + x_2 - 2x_3 = 5 \\ ax_1 + 4x_2 + x_3 = 11\end{cases}\)与\((II)\begin{cases}x_2 + x_3 = a \\ 2x_1 + 5x_2 - ax_3 = 16\end{cases}\)同解，求\(a\)的值.,n,660题-401,***,不严谨,"所谓两个方程组（I）与（II）同解，即（I）的解全是（II）的解，（II）的解也全是（I）的解.
对（I）的解$(3, - 1,1)^T$，代入方程组（II），有
\[
\begin{cases}
(3k + 3) + 2( - 2 - k) + 11 = 16\\
(3k + 3) + 5( - 2 - k) - a k = 16
\end{cases}
\]
整理为
\[
\begin{cases}
3k + 3 - 4 - 2k + 11 = 16\\
3k + 3 - 10 - 5k - a k = 16
\end{cases}
\]
即
\[
\begin{cases}
k + 10 = 16\\
- 2k - a k - 7 = 16
\end{cases}
\]
解得$k = 6$，代入$- 2k - a k - 7 = 16$得：
\begin{align*}
- 2\times6 - 6a - 7&=16\\
- 12 - 6a - 7&=16\\
- 6a&=16 + 12 + 7\\
- 6a&=35\\
a&=-\frac{35}{6}
\end{align*}
当$a = 1$时，方程组（II）为
\[
\begin{cases}
x_1 + 4x_2 + x_3 = 11\\
2x_1 + 5x_2 - x_3 = 16
\end{cases}
\]
此时$(3, - 1,1)^T$是方程组（II）的解，且方程组（II）的通解形式为$\alpha + k\eta$，其中$\alpha=(3, - 1,1)^T$，$\eta=(3, - 1,1)^T$.
因为$k$为任意常数，故$a = 1$时，方程组（II）的解全是方程组（I）的解.
再将$(3, - 1,1)^T$代入$(k + 1)(a - 1) = 0$，$(k + 1)(a - 1) = 0$成立.
所以方程组（I）与（II）同解时，$a = 1$.",,12cm,2026-06-19
数学,660题,660题-403,"设$A$为三阶非零矩阵，$\alpha,\beta$为$3$维非零列向量，满足$r(A) = r(A^{2})$，$A^{2}\alpha = \boldsymbol{0}$，$\begin{pmatrix}A\\\alpha^{T}\end{pmatrix}\beta = \boldsymbol{0}$，则$r(A) = \underline{\quad\quad\quad}$.",n,660题-403,*,错题、概念搞混,"由于$\begin{pmatrix}A\\\alpha^{T}\end{pmatrix}\beta = \boldsymbol{0}$，所以$A\beta = \boldsymbol{0}$，$\alpha^{T}\beta = 0$，即$\beta$是方程组$Ax = \boldsymbol{0}$的非零解，向量$\alpha$，$\beta$正交.
考虑方程组$Ax = \boldsymbol{0}$与$A^{2}x = \boldsymbol{0}$，显然方程组$Ax = \boldsymbol{0}$的解均为方程组$A^{2}x = \boldsymbol{0}$的解. 又$r(A) =r(A^{2})$，于是$3 - r(A) = 3 - r(A^{2})$，故$Ax = \boldsymbol{0}$的基础解系也为$A^{2}x = \boldsymbol{0}$的基础解系，从而$Ax = \boldsymbol{0}$与$A^{2}x = \boldsymbol{0}$为同解方程组.
由题设$A^{2}\alpha = \boldsymbol{0}$，于是$A\alpha = \boldsymbol{0}$，故方程组$Ax = \boldsymbol{0}$有两个非零解$\alpha,\beta$. 又向量$\alpha,\beta$正交，从而$\alpha,\beta$线性无关，于是$3 - r(A) \geqslant 2$，即$r(A) \leqslant 1$. 另一方面$A \neq \boldsymbol{O}$，故$r(A) \geqslant 1$，因此$r(A) = 1$.",,9cm,2026-06-19
数学,660题,660题-405,"已知$\boldsymbol{\alpha} = (a,1,1)^T$是矩阵$\boldsymbol{A} = \begin{bmatrix}-1&2&2\\2&a&-2\\2&-2&-1\end{bmatrix}$的逆矩阵的特征向量，那么$\boldsymbol{\alpha}$在矩阵$\boldsymbol{A}$中对应的特征值是\underline{\quad\quad\quad}.",n,660题-405,*,错题、粗心,"设$\boldsymbol{\alpha}$是矩阵$\boldsymbol{A}^{-1}$属于特征值$\lambda_0$的特征向量，按定义有$\boldsymbol{A}^{-1}\boldsymbol{\alpha} = \lambda_0\boldsymbol{\alpha}$，于是$\boldsymbol{\alpha} = \lambda_0\boldsymbol{A}\boldsymbol{\alpha}$，即
\[
\begin{bmatrix}
a\\
1\\
1
\end{bmatrix} = \lambda_0\begin{bmatrix}
-1&2&2\\
2&a&-2\\
2&-2&-1
\end{bmatrix}\begin{bmatrix}
a\\
1\\
1
\end{bmatrix}
\]
即
\[
\begin{cases}
\lambda_0(-a + 2 + 2) = a, &①\\
\lambda_0(2a + a - 2) = 1, &②\\
\lambda_0(2a - 2 - 1) = 1. &③
\end{cases}
\]
由②或③知$\lambda_0 \neq 0$，②$-$③易见$a = -1$，那么$\lambda_0 = -\frac{1}{5}$. 因为$\boldsymbol{A}$和$\boldsymbol{A}^{-1}$的同一个特征向量对应的特征值互为倒数，故$\boldsymbol{\alpha}$是矩阵$\boldsymbol{A}$中$\lambda = -5$所对应的特征向量.",,9cm,2026-06-19
数学,660题,660题-407,"$A$是三阶矩阵，$\xi,\alpha,\beta$是三个三维线性无关的列向量，其中$A\boldsymbol{x}=\boldsymbol{0}$有解$\xi$，$A\boldsymbol{x}=\beta$有解$\alpha$，$A\boldsymbol{x}=\alpha$有解$\beta$，则$A$相似于对角矩阵为\underline{\quad\quad\quad}.",n,660题-407,***,想得久,"\[ \begin{bmatrix} 0 & 0 & 0 \\ 0 & 1 & 0 \\ 0 & 0 & -1 \end{bmatrix} \]
【分析】$\xi,\alpha,\beta$线性无关，都是非零向量，$A\boldsymbol{x}=\boldsymbol{0}$有解$\xi$，即$A\xi=\boldsymbol{0}=0\xi$，故$A$有$\lambda_1 = 0$（对应的特征向量为$\xi$）. 又$A\boldsymbol{x}=\beta$有解$\alpha$，即$A\alpha=\beta$；$A\boldsymbol{x}=\alpha$有解$\beta$，即$A\beta=\alpha$，且$A(-\beta)=-\alpha$. 从而有
\begin{align*}
A(\alpha + \beta) &= \beta + \alpha = (\alpha + \beta),\\
A(\alpha - \beta) &= \beta - \alpha = -(\alpha - \beta),
\end{align*}
故知$A$有$\lambda_2 = 1$，$\lambda_3 = -1$（$\alpha + \beta,\alpha - \beta$均是非零向量，是对应的特征向量），三阶矩阵$A$有三个不同的特征值，$0,1,-1$. 故
\[ A \sim \begin{bmatrix} 0 & 0 & 0 \\ 0 & 1 & 0 \\ 0 & 0 & -1 \end{bmatrix}. \]",,8cm,2026-06-20
数学,660题,660题-408,已知$A \sim B$，其中$B = \begin{bmatrix} 0 & 1 \\ 2 & 3 \end{bmatrix}$，则$|A + 2E| = \underline{\quad\quad\quad}$.,n,660题-408,***,其他方法、不简洁,"由$A \sim B$有$A + kE \sim B + kE$，进而$|A + kE| = |B + kE|$，故
\[
|A + 2E| = |B + 2E| = \begin{vmatrix}
2 & 1 \\
2 & 5
\end{vmatrix} = 8.
\]",,7,2026-06-20
数学,660题,660题-410,"(1) 已知矩阵$A = \begin{bmatrix}3&1&2\\0&2&a\\0&0&3\end{bmatrix}$和对角矩阵相似，则$a = \underline{\quad\quad\quad}$.
(2) 已知矩阵$A = \begin{bmatrix}1&1&0\\0&2&0\\0&2&a\end{bmatrix}$不能相似于对角矩阵，则$a = \underline{\quad\quad\quad}$.",n,660题-410,*,错题、粗心、誊抄错误,"(1) 因为$|\lambda E - A| = \begin{vmatrix}\lambda - 3&-1&-2\\0&\lambda - 2&-a\\0&0&\lambda - 3\end{vmatrix}= (\lambda - 2)(\lambda - 3)^2$，所以矩阵$A$的特征值为$2,3,3$. 因为矩阵$A$的特征值有二重根$3$，所以
\begin{align*}
A \sim \Lambda &\Leftrightarrow \lambda = 3\text{ 有两个线性无关的特征向量}\\
&\Leftrightarrow (3E - A)x = 0\text{ 有两个线性无关的解}\\
&\Leftrightarrow r(3E - A) = 1.
\end{align*}
那么$3E - A = \begin{bmatrix}0&-1&-2\\0&1&-a\\0&0&0\end{bmatrix} \to \begin{bmatrix}0&-1&-2\\0&0&-a - 2\\0&0&0\end{bmatrix}$，可见$a = - 2$.
(2) 由于$|\lambda E - A| = \begin{vmatrix}\lambda - 1&-1&0\\0&\lambda - 2&0\\0&-2&\lambda - a\end{vmatrix}= (\lambda - 1)(\lambda - 2)(\lambda - a)$，所以矩阵$A$的特征值为$1,2,a$.
当$a \neq 1,a \neq 2$时，矩阵$A$有三个互不相同的特征值，可以相似对角化.
当$a = 1$时，矩阵的特征值为$1,1,2$，对于二重特征值$1$，由于
\[
E - A = \begin{bmatrix}0&-1&0\\0&-1&0\\0&-2&0\end{bmatrix},r(E - A) = 1,
\]
所以方程组$(E - A)x = 0$的基础解系由$2$个向量构成，于是矩阵$A$属于二重特征值$1$的线性无关的特征向量有$2$个，故此时矩阵可以相似对角化.
当$a = 2$时，矩阵的特征值为$1,2,2$，对于二重特征值$2$，由于
\[
2E - A = \begin{bmatrix}1&-1&0\\0&0&0\\0&-2&0\end{bmatrix},r(2E - A) = 2,
\]
所以方程组$(2E - A)x = 0$的基础解系由$1$个向量构成，于是矩阵$A$属于二重特征值$2$的线性无关的特征向量只有$1$个，故此时矩阵不能相似对角化.
综上知$a = 2$.",,13,2026-06-20
数学,660题,660题-412,"已知$A$是三阶实对称矩阵，特征值是$1,3,-2$，其中$\boldsymbol{\alpha}_1 = (1,2,-2)^{\mathrm{T}},\boldsymbol{\alpha}_2 = (4,-1,a)^{\mathrm{T}}$分别是属于特征值$\lambda = 1$与$\lambda = 3$的特征向量，那么矩阵$A$属于特征值$\lambda = -2$的特征向量是\underline{\quad\quad\quad}。",n,660题-412,*,错题,"因为$A$是实对称矩阵，不同特征值对应的特征向量相互正交，设$\lambda = -2$的特征向量是$\boldsymbol{\alpha}_3 = (x_1,x_2,x_3)^{\mathrm{T}}$，那么
\[
\begin{cases}
\boldsymbol{\alpha}_1^{\mathrm{T}}\boldsymbol{\alpha}_2 = 4 - 2 - 2a = 0, \\
\boldsymbol{\alpha}_3^{\mathrm{T}}\boldsymbol{\alpha}_1 = x_1 + 2x_2 - 2x_3 = 0, \\
\boldsymbol{\alpha}_3^{\mathrm{T}}\boldsymbol{\alpha}_2 = 4x_1 - x_2 + ax_3 = 0,
\end{cases}
\]
可先求出$a = 1$，再由
\[
\begin{cases}
x_1 + 2x_2 - 2x_3 = 0, \\
4x_1 - x_2 + x_3 = 0,
\end{cases}
\]
得到基础解系$(0,1,1)^{\mathrm{T}}$，所以$\boldsymbol{\alpha}_3 = k(0,1,1)^{\mathrm{T}},k \neq 0$。",,12cm,2026-06-21
数学,660题,660题-413,"已知$P^{-1}AP = B$，其中$B = \begin{bmatrix}1& -1&2\\2& -2&4\\1& -1&2\end{bmatrix}$，$P = [\alpha_1,\alpha_2,\alpha_3]$，则矩阵$A$关于特征值$\lambda = 0$的特征向量是\underline{\quad\quad\quad}.",n,660题-413,*,错题、特征向量不为0、想得久、其他方法(我的更好),"\begin{align*}
&\text{由于 } |\lambda E - B|=\begin{vmatrix}
\lambda - 1&1& - 2\\
- 2&\lambda + 2& - 4\\
- 1&1&\lambda - 2
\end{vmatrix}=\lambda^2(\lambda - 1).\\
&\text{对于 }\lambda = 0\text{，由}(0E - B)=\begin{bmatrix}-1&1& - 2\\-2&2& - 4\\-1&1& - 2\end{bmatrix}\to\begin{bmatrix}1& - 1&2\\0&0&0\\0&0&0\end{bmatrix}\text{，得基础解系 }\beta_1 = (1,1,0)^T\text{，}\beta_2 = (-2,0,1)^T.\\
&\text{所以矩阵 }A\text{ 关于 }\lambda = 0\text{ 的特征向量为}\\
&P\beta_1 = (\alpha_1,\alpha_2,\alpha_3)\begin{bmatrix}1\\1\\0\end{bmatrix}=\alpha_1 + \alpha_2\text{，}P\beta_2 = [\alpha_1,\alpha_2,\alpha_3]\begin{bmatrix}-2\\0\\1\end{bmatrix}=-2\alpha_1 + \alpha_3.\\
&\text{故而，}A\text{ 关于 }\lambda = 0\text{ 的特征向量为 }k_1(\alpha_1 + \alpha_2)+k_2(-2\alpha_1 + \alpha_3)\text{，}k_1,k_2\text{ 不全为零}.
\end{align*}",,12cm,2026-06-21
数学,660题,660题-414,已知$\boldsymbol{A} \sim \boldsymbol{B} = \begin{bmatrix}1 & 0 & 0\\0 & 1 & 2\\0 & 2 & 1\end{bmatrix}$，则$r(\boldsymbol{A}-\boldsymbol{E}) + r(\boldsymbol{A}+\boldsymbol{E}) = \underline{\quad\quad\quad}$。,n,660题-414,***,其他方法、不简洁、性质,"【分析】由$\boldsymbol{A} \sim \boldsymbol{B}$有$\boldsymbol{A} + k\boldsymbol{E} \sim \boldsymbol{B} + k\boldsymbol{E}$，进而$r(\boldsymbol{A} + k\boldsymbol{E}) = r(\boldsymbol{B} + k\boldsymbol{E})$。
于是$\boldsymbol{A}-\boldsymbol{E} \sim \boldsymbol{B}-\boldsymbol{E} = \begin{bmatrix}0 & 0 & 0\\0 & 0 & 2\\0 & 2 & 0\end{bmatrix}$，$\boldsymbol{A}+\boldsymbol{E} \sim \boldsymbol{B}+\boldsymbol{E} = \begin{bmatrix}2 & 0 & 0\\0 & 2 & 2\\0 & 2 & 2\end{bmatrix}$。
从而$r(\boldsymbol{A}-\boldsymbol{E}) + r(\boldsymbol{A}+\boldsymbol{E}) = r(\boldsymbol{B}-\boldsymbol{E}) + r(\boldsymbol{B}+\boldsymbol{E}) = 2 + 2 = 4$。
故答案为$4$。",,7cm,2026-06-21
数学,660题,660题-415,"设$A$是三阶矩阵，$\alpha_1,\alpha_2,\alpha_3$是三维线性无关的列向量，且$A\alpha_1 = \alpha_2 + \alpha_3$，$A\alpha_2 = \alpha_1 + \alpha_3$，$A\alpha_3 = \alpha_1 + \alpha_2$，则矩阵$A$的特征值是\underline{\quad\quad\quad}.",n,660题-415,***,其他方法、不简洁,"由题设得
\[
A(\alpha_1,\alpha_2,\alpha_3) = (A\alpha_1,A\alpha_2,A\alpha_3) = (\alpha_2 + \alpha_3,\alpha_1 + \alpha_3,\alpha_1 + \alpha_2) = (\alpha_1,\alpha_2,\alpha_3)\begin{bmatrix}
0 & 1 & 1 \\
1 & 0 & 1 \\
1 & 1 & 0
\end{bmatrix}
\]
由于$\alpha_1,\alpha_2,\alpha_3$线性无关，矩阵$P = [\alpha_1,\alpha_2,\alpha_3]$可逆，于是$P^{-1}AP = \begin{bmatrix}
0 & 1 & 1 \\
1 & 0 & 1 \\
1 & 1 & 0
\end{bmatrix}$，即矩阵$A$与$B = \begin{bmatrix}
0 & 1 & 1 \\
1 & 0 & 1 \\
1 & 1 & 0
\end{bmatrix}$相似. 又$|\lambda E - B| = (\lambda + 1)^2(\lambda - 2)$，所以矩阵$A$与$B$的特征值均为$-1,-1,2$.",,14cm,2026-06-21
数学,660题,660题-416,"设$A$是三阶实对称矩阵，存在正交阵$Q = [\xi_1,\xi_2,\xi_3]$，使得$Q^{-1}AQ = Q^{T}AQ = \begin{bmatrix}1&0&0\\0&2&0\\0&0&3\end{bmatrix}$，则矩阵$B = A - \xi_1\xi_1^{T}$的特征值是\underline{\quad\quad\quad}.",n,660题-416,*,错题、其他方法、题目看错,"【答案】$0,2,3$
【分析】由题设条件知，$A$有特征值$\lambda_1 = 1,\lambda_2 = 2,\lambda_3 = 3$，对应的特征向量分别是$\xi_1,\xi_2$，$\xi_3$，即有
\[A\xi_i = \lambda_i\xi_i = i\xi_i,i = 1,2,3.\]
又$Q$是正交矩阵，$\xi_1,\xi_2,\xi_3$满足条件
\[(\xi_i,\xi_j) = \xi_i^{T}\xi_j = \begin{cases}1, & i = j,\\0, & i \neq j.\end{cases}\]
故
\[B\xi_i = (A - \xi_1\xi_1^{T})\xi_i = A\xi_i - \xi_1(\xi_1^{T}\xi_i) = \begin{cases}\xi_1 - \xi_1(\xi_1^{T}\xi_1) = \boldsymbol{0}, & i = 1,\\i\xi_i - \xi_1(\xi_1^{T}\xi_i) = i\xi_i, & i = 2,3.\end{cases}\]
故$A - \xi_1\xi_1^{T}$有特征值$0,2,3$.",,12cm,2026-06-21
