学科,书本,标题,题干,是否有图片,图片路径,掌握程度,标签,答案,历次反馈,预留空间,首次做题时间
数学,基础30讲,基础30讲-例0-64,设$S_n$是数列$\{a_n\}$的前$n$项和，且$a_1=-1$，$a_{n+1}=S_nS_{n+1}$，则$S_n=\underline{\quad\quad}$。,n,基础30讲-例0-64,***,想得久,由$a_{n+1}=S_{n+1}-S_{n}=S_{n+1}\cdot S_{n}$，有$\frac{S_{n+1}-S_{n}}{S_{n+1}\cdot S_{n}}=1$，即$\frac{1}{S_{n}}-\frac{1}{S_{n+1}}=-1$，故数列$\{\frac{1}{S_{n}}\}$是以$-1$为首项、公差为$-1$的等差数列，即$\frac{1}{S_{n}}=-1-(n - 1)=-n$，所以$S_{n}=-\frac{1}{n}$.,2026-05-22:对、其他方法,11cm,2026-04-13
数学,基础30讲,基础30讲-例0-66,"定义在$(-\infty,0)\cup(0,+\infty)$上的函数$f(x)$，如果对于任意给定的等比数列$\{a_n\}$，$\{f(a_n)\}$仍是等比数列，那么称$f(x)$为“保等比数列函数”。现有定义在$(-\infty,0)\cup(0,+\infty)$上的如下函数：①$f(x)=x^2$；②$f(x)=2^x$；③$f(x)=\sqrt{|x|}$；④$f(x)=\ln|x|$。其中是“保等比数列函数”的$f(x)$的所有序号为（ ）。(A) ①② (B) ③④ (C) ①③ (D) ②④",n,基础30讲-例0-66,***,思路不正规,"应选 (C).
设数列$\{ a_{n}\}$满足$\frac{a_{n + 1}}{a_{n}} = q$（$q \neq 0$），对于①，②，③，④，分别有$\frac{a_{n + 1}^{2}}{a_{n}^{2}} = q^{2}$，$\frac{2^{a_{n + 1}}}{2^{a_{n}}} = 2^{a_{n + 1} - a_{n}}$，$\frac{\sqrt{|a_{n + 1}|}}{\sqrt{|a_{n}|}} = \sqrt{\left|\frac{a_{n + 1}}{a_{n}}\right|} = \sqrt{|q|}$，$\frac{\ln|a_{n + 1}|}{\ln|a_{n}|}$. 由题设，要求比值为非零常数，故选 (C).",2026-06-01:对,11cm,2026-04-13
数学,基础30讲,基础30讲-例0-67,已知数列$\{x_n\}$满足：$x_1=0$，$x_{n+1}=-x_n^2+x_n+c$（$n\in\mathbb{N}_+$）。证明：数列$\{x_n\}$是单调递减数列的充分必要条件是$c<0$,n,基础30讲-例0-67,*,错题,"充分性：当$c < 0$时，$x_{n + 1}=-x_{n}^{2}+x_{n}+c$，由于$-x_{n}^{2}+c < 0$，故$x_{n + 1} < x_{n}$；
必要性：由$\{ x_{n}\}$单调递减，故$x_{1} > x_{2}=-x_{1}^{2}+x_{1}+c$，即$-x_{1}^{2}+c < 0$，$c < x_{1}^{2}=0$。证毕。",2026-06-02:其他方法、不简洁,11cm,2026-04-13
数学,基础30讲,基础30讲-例0-68,"已知函数$f(x)=x-\sin x$是$(0,1)$上的增函数，数列$\{a_n\}$满足：$0<a_1<1$，$a_{n+1}=f(a_n)$，$n=1,2,3,\dots$。证明：$0<a_{n+1}<a_n<1$",n,基础30讲-例0-68,***,思路不正规,"先证\(0 < a_n < 1,n = 1,2,3,\cdots\).
①当\(n = 1\)时，\(0 < a_1 < 1\).
②设当\(n = k\)时，\(0 < a_k < 1\). 由于\(f(x)\)在\((0,1)\)上是增函数，故\(f(0) < f(a_k) < f(1)\)，即
\[0 < a_{k + 1} < 1 - \sin1 < 1\]
于是\(0 < a_n < 1\)，\(n = 1,2,3,\cdots\).
又\(0 < a_n < 1\)时，有\(a_{n + 1} - a_n = a_n - \sin a_n - a_n = -\sin a_n < 0\)，即\(a_{n + 1} < a_n\).
综上，\(0 < a_{n + 1} < a_n < 1\). 证毕.","2026-05-24:对,2026-06-12:对",11cm,2026-04-13
数学,基础30讲,基础30讲-例0-71,一曲线在旧坐标系中的方程为$y=5x^2-4x-1$，问坐标系经过怎样的平移能使曲线的方程化为最简形式，并由此画出方程所表示的图形。,y,基础30讲-例0-71,***,思路不同,"\begin{align*}
y&=5\left(x^2 - \frac{4}{5}x\right) - 1 = 5\left(x - \frac{2}{5}\right)^2 - \frac{9}{5}\\
y + \frac{9}{5}&=5\left(x - \frac{2}{5}\right)^2
\end{align*}
令\(\begin{cases}X = x - \frac{2}{5}\\Y = y + \frac{9}{5}\end{cases}\)，即\(\begin{cases}x = X + \frac{2}{5}\\y = Y - \frac{9}{5}\end{cases}\)，也就是将坐标轴平移到新原点\(O'\)，\(O'\)在旧坐标系中的坐标是\((\frac{2}{5}, -\frac{9}{5})\)，在新坐标系中已将方程化为最简形式\(Y = 5X^2\)，或写成\(X^2 = \frac{1}{5}Y\)。",2026-06-06:对,11cm,2026-04-13
数学,基础30讲,基础30讲-例1-2,"设函数$f(x)$的定义域为$(0,+\infty)$，且满足$2f(x)+x^2f\left(\frac{1}{x}\right)=\frac{x^2+2x}{\sqrt{1+x^2}}$，则$f(x)=$\underline{\quad\quad\quad}",n,基础30讲-例1-2,*,错题、计算错误,"\begin{align*}
&2f(x)+x^{2}f\left(\frac{1}{x}\right)=\frac{x^{2}+2x}{\sqrt{1+x^{2}}}\quad\quad①\\
\end{align*}
将①中$x$写成$\frac{1}{x}$，则
\begin{align*}
&2f\left(\frac{1}{x}\right)+\frac{1}{x^{2}}f(x)=\frac{1 + 2x}{x\sqrt{1 + x^{2}}}\quad\quad②\\
\end{align*}
由①$\times 2 -$②$\times x^{2}$，得$3f(x)=\frac{3x}{\sqrt{1+x^{2}}}$，则$f(x)=\frac{x}{\sqrt{1+x^{2}}}$。",2026-06-17:对,11cm,2026-04-13
数学,基础30讲,基础30讲-例1-3,求函数$y=f(x)=\ln\left(x+\sqrt{x^2+1}\right)$的反函数$f^{-1}(x)$的表达式及其定义域.,n,基础30讲-例1-3,*,错题、想得久、方法不同,"直接由$y = \ln(x + \sqrt{x^2 + 1})$解出$x = f^{-1}(y)$会很麻烦，现采用下述方法。
\begin{align*}
-y&=-\ln(x + \sqrt{x^2 + 1}) = \ln\frac{1}{x + \sqrt{x^2 + 1}}\\
&\stackrel{分母有理化}{=}\ln\frac{\sqrt{x^2 + 1} - x}{(\sqrt{x^2 + 1} + x)(\sqrt{x^2 + 1} - x)} = \ln(\sqrt{x^2 + 1} - x)
\end{align*}
所以
\[
e^{-y} = \sqrt{x^2 + 1} - x \quad \textcircled{1}
\]
再由$y = f(x)$的表达式有
\[
e^{y} = \sqrt{x^2 + 1} + x \quad \textcircled{2}
\]
\textcircled{2}-\textcircled{1}，得
\[
x = \frac{1}{2}(e^{y} - e^{-y})
\]
交换上式中$x, y$的位置后就是$y = f(x)$的反函数，即
\[
y = f^{-1}(x) = \frac{1}{2}(e^{x} - e^{-x}), -\infty < x < +\infty
\]",2026-05-20:对,11cm,2026-04-13
数学,基础30讲,基础30讲-例1-4,设$f(x)=x^2$，$f[\varphi(x)]=-x^2+2x+3$，且$\varphi(x)\ge0$，求$\varphi(x)$及其定义域与值域.,n,基础30讲-例1-4,***,方法不同,"由题设条件知，$f[\varphi(x)]=\varphi^{2}(x)=-x^{2}+2x + 3$，于是$\varphi(x)=\sqrt{-x^{2}+2x + 3}$.  因$\varphi(x)\geq0$
由$-x^{2}+2x + 3\geq0$，即$(x - 3)(x + 1)\leq0$，知$\varphi(x)$的定义域为$[-1,3]$.
又$\sqrt{-x^{2}+2x + 3}=\sqrt{-(x - 1)^{2}+4}$，当$x = 1$时，$\varphi(1)=2$为最大值，显然$\varphi(-1)=\varphi(3)=0$为最小值，故$\varphi(x)$的值域为$[0,2]$.","2026-06-08:半对、粗心,2026-06-19:对",11cm,2026-04-13
数学,基础30讲,基础30讲-例1-6,"证明函数$f(x)=\frac{x}{1+x^2}$在$(-\infty,+\infty)$内有界",n,基础30讲-例1-6,***,思路不正规,"\textbf{\textcolor{red}{方法一}}
当$x \neq 0$时，
\[
|f(x)| = \frac{|x|}{1 + x^2} = \frac{1}{\frac{1}{|x|} + |x|}
\]
由不等式$\frac{a + b}{2} \geq \sqrt{ab}(a,b > 0)$，有$\frac{1}{|x|} + |x| \geq 2\sqrt{\frac{1}{|x|}|x|} = 2$，即$|f(x)| \leq \frac{1}{2}$。
当$x = 0$时，$f(0) = 0$。综上，函数$f(x)$在$(-\infty, +\infty)$内有界。
\textbf{\textcolor{red}{方法二}}
当$x \neq 0$时，$\frac{1 + x^2}{2} \geq \sqrt{1 \cdot x^2} = |x|$，则$1 + x^2 \geq 2|x|$，故$\frac{1}{1 + x^2} \leq \frac{1}{2|x|}$，则
\[
|f(x)| = \frac{|x|}{1 + x^2} \leq \frac{|x|}{2|x|} = \frac{1}{2}
\]
当$x = 0$时，$f(0) = 0$。综上，函数$f(x)$在$(-\infty, +\infty)$内有界。",,11cm,2026-04-13
数学,基础30讲,基础30讲-例1-10,设$0<x<\frac{1}{2}$，求$y(x)=x^6(1-x)^2(1-2x)^4$的最大值点,n,基础30讲-例1-10,*,错题、计算错误,"取对数，得
\[
\ln y(x)=6\ln x + 2\ln(1 - x)+4\ln(1 - 2x)
\]
令
\[
\frac{\mathrm{d}[\ln y(x)]}{\mathrm{d}x}=\frac{6}{x}-\frac{2}{1 - x}-\frac{8}{1 - 2x}=\frac{24x^2 - 28x + 6}{x(1 - x)(1 - 2x)} = 0
\]
即$12x^2 - 14x + 3 = 0$，解得$x=\frac{7\pm\sqrt{13}}{12}$，因为$\frac{7 + \sqrt{13}}{12}>\frac{1}{2}$不符合题意，又$\lim_{x\rightarrow0^{+}}y(x)=\lim_{x\rightarrow(\frac{1}{2})^{-}}y(x)=0<y(\frac{7 - \sqrt{13}}{12})$，故$y$的最大值点为$x=\frac{7 - \sqrt{13}}{12}$。","2026-05-21:错,2026-06-05:错、粗心、计算,2026-06-15:对",11cm,2026-04-13
