学科,书本,标题,题干,是否有图片,图片路径,掌握程度,标签,答案,历次反馈,预留空间,首次做题时间
数学,1000题,1000题-基础-1-13,已知$\lim_{x \to -2} \frac{2x^{3} + ax^{2} - 3x + 6}{x + 2} = b$，则$ab = \underline{\quad\quad\quad}$.,n,1000题-基础-1-13,***,其他方法,"当$x \to -2$时，分母是无穷小量，即极限为零，要使分式的极限存在，分子的极限也必为零，故有
\[
\lim_{x \to -2} (2x^{3} + ax^{2} - 3x + 6) = 4a - 4 = 0
\]
从而得$a = 1$.
当$a = 1$时，$\lim_{x \to -2} \frac{2x^{3} + x^{2} - 3x + 6}{x + 2} \stackrel{“\frac{0}{0}”}{=} \lim_{x \to -2} \frac{6x^{2} + 2x - 3}{1} = 17$，即$b = 17$. 故$ab = 17$.",,7cm,2026-05-25
数学,1000题,1000题-基础-1-14,$\lim_{x \to 0} \frac{\sqrt{1 + \tan x} - \sqrt{1 + \sin x}}{x^2 - x\ln(1 + x)} = \underline{\quad\quad\quad}$,n,1000题-基础-1-14,*,错题、粗心,"\begin{align*}
&\lim_{x \to 0} \frac{\sqrt{1 + \tan x} - \sqrt{1 + \sin x}}{x^2 - x\ln(1 + x)}\\
=&\lim_{x \to 0} \frac{\tan x - \sin x}{x[x - \ln(1 + x)]} \cdot \frac{1}{\sqrt{1 + \tan x} + \sqrt{1 + \sin x}}\\
=&\lim_{x \to 0} \frac{\tan x(1 - \cos x)}{x[x - \ln(1 + x)]} \cdot \lim_{x \to 0} \frac{1}{\sqrt{1 + \tan x} + \sqrt{1 + \sin x}}\\
=&\frac{1}{2} \lim_{x \to 0} \frac{1 - \cos x}{x - \ln(1 + x)} = \frac{1}{2} \lim_{x \to 0} \frac{\sin x}{1 - \frac{1}{1 + x}}\\
=&\frac{1}{2} \lim_{x \to 0} \frac{(1 + x)\sin x}{x} = \frac{1}{2}
\end{align*}",,9cm,2026-05-25
数学,1000题,1000题-基础-1-15,$\lim_{x \to +\infty} \ln(1 + 2^{x})\ln\left(1 + \frac{2}{x}\right)=\underline{\quad\quad\quad}$,n,1000题-基础-1-15,*,错题、粗心,"\begin{align*}
&\text{原式}=\lim_{x \to +\infty} \left[\ln 2^{x} + \ln\left(1 + \frac{1}{2^{x}}\right)\right] \cdot \frac{2}{x}\\
=&\lim_{x \to +\infty} x\ln 2 \cdot \frac{2}{x} + \lim_{x \to +\infty} \frac{1}{2^{x}} \cdot \frac{2}{x}=2\ln 2
\end{align*}",,4cm,2026-05-25
数学,1000题,1000题-基础-1-16,$\lim_{x \to \infty} \left(\cos \frac{1}{x} + \sin \frac{1}{x}\right)^{\frac{x}{2}} = \underline{\quad\quad\quad}$.,n,1000题-基础-1-16,***,其他方法,"\begin{align*}
&\lim_{x \to \infty} \left(\cos \frac{1}{x} + \sin \frac{1}{x}\right)^{\frac{x}{2}} = \lim_{x \to \infty} \left[\left(\cos \frac{1}{x} + \sin \frac{1}{x}\right)^2\right]^{\frac{x}{4}}\\
=&\lim_{x \to \infty} \left(1 + \sin \frac{2}{x}\right)^{\frac{x}{4}}\\
=&\lim_{x \to \infty} \left(1 + \sin \frac{2}{x}\right)^{\frac{1}{\sin \frac{2}{x}} \cdot \sin \frac{2}{x} \cdot \frac{x}{4}}
\end{align*}
由于$\lim_{x \to \infty} \sin \frac{2}{x} \cdot \frac{x}{4} = \lim_{x \to \infty} \frac{\sin \frac{2}{x}}{\frac{4}{x}} = \frac{1}{2}$，因此原极限$=\sqrt{\mathrm{e}}$.",,7cm,2026-05-25
数学,1000题,1000题-基础-1-4,"设函数$f(x)$在$(-\infty,+\infty)$上满足$f(x)=f(x - \pi)+\sin x$，且$f(x)=x$，$x\in[0,\pi)$，求$f(x)$在$[\pi,3\pi)$上的表达式。",n,1000题-基础-1-4,*,错题、粗心,"当$x\in[\pi,2\pi)$时，$x - \pi\in[0,\pi)$，则
\[
f(x)=f(x - \pi)+\sin x=x - \pi+\sin x
\]
当$x\in[2\pi,3\pi)$时，$x - 2\pi\in[0,\pi)$，则
\[
f(x)=f(x - \pi)+\sin x=f(x - 2\pi)+\sin(x - \pi)+\sin x=x - 2\pi
\]
故$f(x)$在$[\pi,3\pi)$上的表达式为
\[
f(x)=
\begin{cases}
x - \pi+\sin x, & x\in[\pi,2\pi) \\
x - 2\pi, & x\in[2\pi,3\pi)
\end{cases}
\]",,9cm,2026-05-25
数学,1000题,1000题-基础-1-8,"设$\lim\limits_{x \to 0} \frac{\sin 2x + xf(x)}{x^3} = 1$，则$\lim\limits_{x \to 0} \frac{2\cos x + f(x)}{x^2} =$（  ）.
(A)$0$
(B)$-\frac{2}{3}$
(C)$\frac{4}{3}$
(D)$\infty$",n,1000题-基础-1-8,***,其他方法,"由
\[
\lim\limits_{x \to 0} \frac{2\cos x + f(x)}{x^2} = \lim\limits_{x \to 0} \left[ \frac{\sin 2x + xf(x)}{x^3} - \frac{\sin 2x - 2x\cos x}{x^3} \right]
\]
且
\begin{align*}
\lim\limits_{x \to 0} \frac{\sin 2x - 2x\cos x}{x^3} &= \lim\limits_{x \to 0} 2\cos x \cdot \frac{\sin x - x}{x^3} \\
&= -2\lim\limits_{x \to 0} \frac{x - \sin x}{x^3} \\
&= -\frac{1}{3}
\end{align*}
故
\[
\lim\limits_{x \to 0} \frac{2\cos x + f(x)}{x^2} = 1 + \frac{1}{3} = \frac{4}{3}
\]",,9cm,2026-05-25
数学,1000题,1000题-基础-2-2,$\lim_{n \to \infty} \frac{n^{99}}{n^{100} - (n - 1)^{100}} = \underline{\quad\quad\quad}$,n,1000题-基础-2-2,***,其他方法,"\begin{align*}
\lim_{n \to \infty} \frac{n^{99}}{n^{100} - (n - 1)^{100}} &= \lim_{n \to \infty} \frac{n^{99}}{n^{100} \left[1 - \left(1 - \frac{1}{n}\right)^{100}\right]}\\
&= - \lim_{n \to \infty} \frac{n^{99 - 100}}{\left(1 - \frac{1}{n}\right)^{100} - 1}\\
&= - \lim_{n \to \infty} \frac{\frac{1}{n}}{100 \left(- \frac{1}{n}\right)}\\
&= \frac{1}{100}
\end{align*}",,5cm,2026-05-26
数学,1000题,1000题-基础-2-3,设$\{a_n\}$非负有界，$b_n = \sum_{k = 1}^{n}\frac{k}{a_n + n^2}$，则$\lim_{n \to \infty}\frac{1}{b_n} = \underline{\quad\quad\quad}$.,n,1000题-基础-2-3,***,不规范,"因为$\{a_n\}$非负有界，故存在$M > m \geq 0$，使得对任意的$n \in \mathbf{N}_+$，有$m \leq a_n \leq M$，故
\[
\frac{k}{n^2 + M} \leq \frac{k}{n^2 + a_n} \leq \frac{k}{n^2 + m},
\]
\[
\frac{\frac{n(n + 1)}{2}}{n^2 + M} = \sum_{k = 1}^{n}\frac{k}{n^2 + M} \leq \sum_{k = 1}^{n}\frac{k}{n^2 + a_n} \leq \sum_{k = 1}^{n}\frac{k}{n^2 + m} = \frac{\frac{n(n + 1)}{2}}{n^2 + m},
\]
又$\lim_{n \to \infty}\frac{\frac{n(n + 1)}{2}}{n^2 + M} = \lim_{n \to \infty}\frac{\frac{n(n + 1)}{2}}{n^2 + m} = \frac{1}{2}$，故$\lim_{n \to \infty}b_n = \frac{1}{2}$，于是$\lim_{n \to \infty}\frac{1}{b_n} = 2$.",2026-06-08:对,6cm,2026-05-26
数学,1000题,1000题-基础-2-4,"设$x_0 > 0$，$x_{n + 1} = \frac{1}{2}(x_n + \frac{a}{x_n})(n = 0,1,2,\cdots)$，且$a > 0$，证明$\lim\limits_{n \to \infty}x_n$存在，并求此极限。",n,1000题-基础-2-4,***,不简洁、其他方法,"【分析】根据极限存在准则，证明数列有极限，再由递推关系式求出极限值.
【解析】由$x_0 > 0$，算术平均值不小于几何平均值，有
\[x_{n + 1} = \frac{1}{2}(x_n + \frac{a}{x_n})\geq\sqrt{a}(n = 0,1,2,\cdots),\]
则
\[\frac{x_{n + 1}}{x_n} = \frac{1}{2}(1 + \frac{a}{x_n^2})\leq1(n = 0,1,2,\cdots).\]
故数列$\{x_n\}$单调减少且有下界，于是根据极限存在准则，知$\lim\limits_{n \to \infty}x_n$存在.
记$A = \lim\limits_{n \to \infty}x_n$，则
\[A = \lim\limits_{n \to \infty}x_{n + 1} = \lim\limits_{n \to \infty}\frac{1}{2}(x_n + \frac{a}{x_n}) = \frac{1}{2}(A + \frac{a}{A}),\]
解得$A = \sqrt{a}$，即$\lim\limits_{n \to \infty}x_n = \sqrt{a}$.",,15cm,2026-05-26
数学,1000题,1000题-基础-3-15,"设$f(x)=\lim_{n \to \infty} \frac{x^{2}e^{n(x - 1)} + ax + b}{5 + e^{n(x - 1)}}$，求$f(x)$并讨论$f(x)$的连续性及可导性与$a,b$的关系。",n,1000题-基础-3-15,*,错题、可导求参数忽略连续前提,"\[
f(x)=
\begin{cases}
\frac{ax + b}{5}, & x < 1 \\
\frac{1 + a + b}{6}, & x = 1 \\
x^{2}, & x > 1
\end{cases}
\]
②若$f(x)$在$x = 1$处连续，则要求$\lim_{x \to 1^{-}} f(x) = \lim_{x \to 1^{+}} f(x) = f(1)$成立，即
\[
\frac{a + b}{5} = 1 = \frac{1 + a + b}{6}
\]
当$a + b = 5$时，$f(x)$在$x = 1$处连续。
当$x \neq 1$时，$f(x)$连续，所以，当$a + b = 5$时，$f(x)$在$(-\infty, +\infty)$上连续。
③当$f_{-}'(1) = f_{+}'(1)$时，$f(x)$在$x = 1$处可导（可导是在连续的基础上的，即$a + b = 5$）。
\[
f_{-}'(1) = \lim_{x \to 1^{-}} \frac{f(x) - f(1)}{x - 1} = \lim_{x \to 1^{-}} \frac{\frac{ax + b}{5} - \frac{1 + a + b}{6}}{x - 1} \stackrel{\text{""}\frac{0}{0}\text{""}}{=} \frac{a}{5}
\]
\[
f_{+}'(1) = \lim_{x \to 1^{+}} \frac{f(x) - f(1)}{x - 1} = \lim_{x \to 1^{+}} \frac{x^{2} - \frac{1 + a + b}{6}}{x - 1} = \lim_{x \to 1^{+}} \frac{x^{2} - 1}{x - 1} = \lim_{x \to 1^{+}} (x + 1) = 2
\]
故仅当$\frac{a}{5} = 2$，即$a = 10$时，$f_{-}'(1) = f_{+}'(1)$，即$f(x)$在$x = 1$处可导。
综上所述，当$a = 10$，$b = -5$时，$f(x)$在$(-\infty, +\infty)$上可导。",2026-06-09:对,20cm,2026-05-28
数学,1000题,1000题-基础-3-2,"设$F(x)=g(x)\varphi(x)$，$\varphi(x)$在$x = a$处连续但不可导，$g(x)$在$x = a$处可导，$F(x)$在$x = a$处可导，则一定有（  ）.
(A) $g(a)=0$
(B) $g(a)\neq 0$
(C) $g'(a)=0$
(D) $g(a)$可以为任意实数",n,1000题-基础-3-2,***,想得久、其他方法,"\textbf{\textcolor{red}{方法一}} 当$g(x)\neq 0$时，$\varphi(x)=\frac{F(x)}{g(x)}$.
因为$F(x)$在$x = a$处可导，$g(x)$在$x = a$处可导，假设$g(a)\neq 0$，则$\varphi(x)$在$x = a$处也可导，且$\varphi'(a)=\frac{F'(a)g(a)-F(a)g'(a)}{g^2(a)}$.这与$\varphi(x)$在$x = a$处不可导矛盾，所以$g(a)=0$.
\textbf{\textcolor{red}{方法二}} 根据定义，
\begin{align*}
F'(a)&=\lim_{h \to 0} \frac{F(a + h) - F(a)}{h}=\lim_{h \to 0} \frac{g(a + h)\varphi(a + h) - g(a)\varphi(a)}{h}\\
&=\lim_{h \to 0} \frac{g(a + h)\varphi(a + h) - g(a)\varphi(a + h)}{h}+\lim_{h \to 0} \frac{g(a)\varphi(a + h) - g(a)\varphi(a)}{h}\\
&=g'(a)\lim_{h \to 0} \varphi(a + h)+g(a)\lim_{h \to 0} \frac{\varphi(a + h) - \varphi(a)}{h}\\
&=g'(a)\varphi(a)+g(a)\lim_{h \to 0} \frac{\varphi(a + h) - \varphi(a)}{h}.
\end{align*}
由于$\varphi(x)$在$x = a$处不可导，则$\lim_{h \to 0} \frac{\varphi(a + h) - \varphi(a)}{h}$不存在.
但$F'(a)$存在，则必有$g(a)=0$.此时$F'(a)=g'(a)\varphi(a)$.",,10cm,2026-05-28
数学,1000题,1000题-基础-3-5,"设$f(x)=\frac{1}{n^2}$，$\frac{1}{(n + 1)^2} < x \leq \frac{1}{n^2}$，$n = 1,2,\cdots$，$f(0) = 0$，则$f_{+}'(0) = \underline{\quad\quad\quad}$。",n,1000题-基础-3-5,***,想得久,"\begin{align*}
f_{+}'(0) &= \lim_{x \to 0^{+}} \frac{f(x) - f(0)}{x - 0} = \lim_{x \to 0^{+}} \frac{f(x)}{x}\\
\end{align*}
由$n^2 \leq \frac{1}{x} < (n + 1)^2$，得$\frac{n^2}{n^2} \leq \frac{f(x)}{x} < (\frac{n + 1}{n})^2$，当$x \to 0^{+}$时，$n \to \infty$，根据夹逼准则，$\lim_{x \to 0^{+}} \frac{f(x)}{x} = 1$，即$f_{+}'(0) = 1$。",,6cm,2026-05-28
数学,1000题,1000题-基础-4-11,已知函数$f(x)=x^{2}\ln(1 - x)$，则当$n\geq 3$时，$f^{(n)}(0)=$\underline{\quad\quad\quad}.,n,1000题-基础-4-11,*,错题、粗心、其他方法,"\begin{align*}
f(x)&=x^{2}\ln(1 - x)\\
\end{align*}
其中$\ln(1 - x)=-\sum_{n = 1}^{\infty}\frac{x^{n}}{n}$，故
\begin{align*}
f(x)&=-\sum_{n = 1}^{\infty}\frac{x^{n + 2}}{n}=-\sum_{n = 3}^{\infty}\frac{1}{n - 2}x^{n}\\
\end{align*}
故
\[
f^{(n)}(0)=-\frac{n!}{n - 2}(n\geq 3)
\]",,8cm,2026-06-02
数学,1000题,1000题-基础-4-8,"设函数$y = f(x)$由$\begin{cases}x = 2t + |t|\\y = |t|\tan t\end{cases}$所确定，则在$\left(-\dfrac{\pi}{2}, \dfrac{\pi}{2}\right)$内（  ）.
(A) $f(x)$连续，$f'(0)$不存在
(B) $f'(0)$存在，$f'(x)$在$x = 0$处不连续
(C) $f'(x)$连续，$f''(0)$不存在
(D) $f''(0)$存在，$f''(x)$在$x = 0$处不连续",n,1000题-基础-4-8,***,概念模糊,"当$t\geq 0$时，$\begin{cases}x = 3t\\y = t\tan t\end{cases}$，当$t < 0$时，$\begin{cases}x = t\\y = -t\tan t\end{cases}$. 即当$x\geq 0$时，$y = \dfrac{x}{3}\tan\dfrac{x}{3}$；当$x < 0$时，$y = -x\tan x$. 也即
\[y = f(x)=\begin{cases}\dfrac{x}{3}\tan\dfrac{x}{3},&x\geq 0\\-x\tan x,&x < 0\end{cases}\]
故$f(x)$在$\left(-\dfrac{\pi}{2}, \dfrac{\pi}{2}\right)$内连续.
又
\[f_+'(0)=\lim_{x\to 0^+}\dfrac{f(x) - f(0)}{x - 0}=\lim_{x\to 0^+}\dfrac{\dfrac{x}{3}\tan\dfrac{x}{3}}{x}=0\]
\[f_-'(0)=\lim_{x\to 0^-}\dfrac{f(x) - f(0)}{x - 0}=\lim_{x\to 0^-}\dfrac{-x\tan x}{x}=0\]
即$f_+'(0)=f_-'(0)=0$，故$f'(0)$存在且$f'(0)=0$.
因为当$x > 0$时，
\[f'(x)=\dfrac{1}{3}\tan\dfrac{x}{3}+\dfrac{x}{9}\sec^2\dfrac{x}{3}\]
当$x < 0$时，
\[f'(x)=-\tan x - x\sec^2 x\]
故$\lim_{x\to 0^+}f'(x)=\lim_{x\to 0^-}f'(x)=0 = f'(0)$，则$f'(x)$在$x = 0$处连续，故$f'(x)$在$\left(-\dfrac{\pi}{2}, \dfrac{\pi}{2}\right)$内连续.
又
\[f_+''(0)=\lim_{x\to 0^+}\dfrac{f'(x) - f'(0)}{x - 0}=\lim_{x\to 0^+}\dfrac{\dfrac{1}{3}\tan\dfrac{x}{3}+\dfrac{x}{9}\sec^2\dfrac{x}{3}}{x}=\dfrac{2}{9}\]
\[f_-''(0)=\lim_{x\to 0^-}\dfrac{f'(x) - f'(0)}{x - 0}=\lim_{x\to 0^-}\dfrac{-\tan x - x\sec^2 x}{x}=-2\]
故$f_+''(0)\neq f_-''(0)$，即$f''(0)$不存在.",,20cm,2026-06-02
数学,1000题,1000题-基础-4-9,设可导的奇函数$f(x)$满足$f'(x)=f^{2}(x)$，且$f(-1)=1$，则$f'''(1)=\underline{\quad\quad\quad}$.,n,1000题-基础-4-9,*,错题、粗心,"由$f'(x)=f^{2}(x)$可得$f''(x)=2f(x)f'(x)$，故$f'''(x)=2\left[f'(x)\right]^{2}+2f(x)f''(x)$.
又$f(x)$为奇函数，故$f(1)=-f(-1)=-1$，则
\begin{align*}
f'(1)&=f^{2}(1)=1\\
f''(1)&=2f(1)f'(1)=-2
\end{align*}
故$f'''(1)=2\left[f'(1)\right]^{2}+2f(1)f''(1)=2 + 4 = 6$.",,6cm,2026-06-02
数学,1000题,1000题-基础-5-10,"已知曲线$y = f(x)$在其点$(0,1)$处的曲率圆方程为$(x - 1)^2 + y^2 = 2$，且当$x \to 0$时，二阶可导函数$f(x)$与$a + bx + cx^2$的差为$o(x^2)$，则（  ）.
(A) $a = 0$, $b = 1$, $c = \frac{3}{2}$
(B) $a = 1$, $b = 0$, $c = 1$
(C) $a = 1$, $b = 1$, $c = -1$
(D) $a = 1$, $b = 0$, $c = -1$",n,1000题-基础-5-10,*,错题、知识点,"由题可知，点$(0,1)$在曲线$y = f(x)$上，故$f(0) = 1$.
对曲率圆方程$(x - 1)^2 + y^2 = 2$关于$x$求导，得
\[
2(x - 1) + 2y \cdot y' = 0
\]
故可得$y' = \frac{1 - x}{y}$，即有$f'(0) = \left.y'\right|_{x = 0} = 1$.
对上述式子两边关于$x$求导，得$2 + 2(y')^2 + 2y \cdot y'' = 0$，代入$f(0) = 1$，$f'(0) = 1$，可得
\[
f''(0) = \left.y''\right|_{x = 0} = -2
\]
故当$x \to 0$时，有
\[
f(x) = f(0) + f'(0)x + \frac{f''(0)}{2}x^2 + o(x^2) = 1 + x - x^2 + o(x^2)
\]
故由题意知，$a = 1$，$b = 1$，$c = -1$.",,11cm,2026-06-03
