学科,书本,标题,题干,是否有图片,图片路径,掌握程度,标签,答案,历次反馈,预留空间,首次做题时间
专业课,卢京潮讲义,卢京潮讲义-例7-7,"系统结构图如图所示：
（1）求当输入$r(t)=1(t)$时系统的响应$c_r(t)$；
（2）求当干扰$n(t)=\delta(t)$时系统的响应$c_n(t)$；
（3）求当初条件$\begin{cases} c(0)=-1 \\ c'(0)=0 \end{cases}$时系统的自由响应$c_0(t)$；
（4）求在上述三个因素同时作用下系统的总输出$c(t)$；
（5）求在上述三个因素同时作用下系统的总偏差$e(t)$。",y,卢京潮讲义-例7-7,*,错题、概念,"（1）系统开环传递函数
\[
G(s) = \frac{2}{s(s+3)}, \quad K = \frac{2}{3}
\]
系统闭环传递函数为
\[
\Phi(s) = \frac{C(s)}{R(s)} = \frac{\frac{2}{s(s+3)}}{1 + \frac{2}{s(s+3)}} = \frac{2}{s(s+3)+2} = \frac{2}{s^2 + 3s + 2} = \frac{2}{(s+1)(s+2)}
\]
\[
C_r(s) = \Phi(s)R(s) = \frac{2}{(s+1)(s+2)} \cdot \frac{1}{s} = \frac{2}{s(s+1)(s+2)} = \frac{C_0}{s} + \frac{C_1}{s+1} + \frac{C_2}{s+2}
\]
\[
C_0 = \lim_{s \to 0} s \cdot C_r(s) = \lim_{s \to 0} \frac{2}{(s+1)(s+2)} = \frac{2}{2} = 1
\]
\[
C_1 = \lim_{s \to -1} (s+1) \cdot C_r(s) = \lim_{s \to -1} \frac{2}{s(s+2)} = \frac{2}{-1} = -2
\]
\[
C_2 = \lim_{s \to -2} (s+2) \cdot C_r(s) = \lim_{s \to -2} \frac{2}{s(s+1)} = \frac{2}{2} = 1
\]
\[
C_r(s) = \frac{1}{s} - \frac{2}{s+1} + \frac{1}{s+2}
\]
\[
c_r(t) = 1 - 2e^{-t} + e^{-2t}
\]

（2）干扰作用下系统的传递函数为
\[
\Phi_n(s) = \frac{C(s)}{N(s)} = \frac{\frac{1}{s+3}}{1 + \frac{2}{s(s+3)}} = \frac{s}{(s+1)(s+2)}
\]
\[
C_n(s) = \Phi_n(s)N(s) = \frac{s}{(s+1)(s+2)} \cdot 1 = \frac{s}{(s+1)(s+2)} = \frac{C_{n1}}{s+1} + \frac{C_{n2}}{s+2}
\]
\[
C_{n1} = \lim_{s \to -1} (s+1) \cdot C_n(s) = \lim_{s \to -1} \frac{s}{s+2} = \frac{-1}{1} = -1
\]
\[
C_{n2} = \lim_{s \to -2} (s+2) \cdot C_n(s) = \lim_{s \to -2} \frac{s}{s+1} = \frac{-2}{-1} = 2
\]
\[
C_n(s) = \frac{-1}{s+1} + \frac{2}{s+2}
\]
\[
c_n(t) = -e^{-t} + 2e^{-2t}
\]

（3）
\[
\Phi(s) = \frac{C(s)}{R(s)} = \frac{2}{s^2 + 3s + 2}
\]
\[
(s^2 + 3s + 2)C(s) = 2R(s)
\]
\[
c'' + 3c' + 2c = 2r
\]
系统的齐次微分方程为：
\[
c'' + 3c' + 2c = 0
\]
\[
\left[s^2 C(s) - s c(0) - c'(0)\right] + 3\left[s C(s) - c(0)\right] + 2C(s) = 0
\]
\[
\left[s^2 + 3s + 2\right]C(s) + (s + 3) = 0
\]
\[
C_0(s) = \frac{-(s + 3)}{s^2 + 3s + 2} = \frac{-(s + 3)}{(s+1)(s+2)} = \frac{C_{01}}{s+1} + \frac{C_{02}}{s+2}
\]
\[
C_{01} = \lim_{s \to -1} (s+1) \cdot C_0(s) = \lim_{s \to -1} \frac{-(s + 3)}{s + 2} = -2
\]
\[
C_{02} = \lim_{s \to -2} (s+2) \cdot C_0(s) = \lim_{s \to -2} \frac{-(s + 3)}{s + 1} = 1
\]
\[
C_0(s) = \frac{-2}{s+1} + \frac{1}{s+2}
\]
\[
c_0(t) = -2e^{-t} + e^{-2t}
\]

（4）
\[
c_r(t) = 1 - 2e^{-t} + e^{-2t}
\]
\[
c_n(t) = -e^{-t} + 2e^{-2t}
\]
\[
c_0(t) = -2e^{-t} + e^{-2t}
\]
\[
c(t) = c_r(t) + c_n(t) + c_0(t) = 1 - 5e^{-t} + 4e^{-2t}
\]
\[
C_r(s) = \Phi(s)R(s) = \frac{2}{s^2 + 3s + 2} \cdot \frac{1}{s} = \frac{2}{s(s+1)(s+2)}
\]
\[
C_n(s) = \Phi_n(s)N(s) = \frac{s}{(s+1)(s+2)} \cdot 1 = \frac{s}{(s+1)(s+2)}
\]
\[
C_0(s) = \frac{-(s + 3)}{s^2 + 3s + 2} = \frac{-(s + 3)}{(s+1)(s+2)}
\]
\[
C_{r+n+0}(s) = C_r(s) + C_n(s) + C_0(s) = \frac{2 - s(s + 3) + s^2}{s(s+1)(s+2)} = \frac{-3s + 2}{s(s+1)(s+2)} = \frac{C_0}{s} + \frac{C_1}{s+1} + \frac{C_2}{s+2}
\]
\[
C_0 = \lim_{s \to 0} \frac{-3s + 2}{(s+1)(s+2)} = 1
\]
\[
C_1 = \lim_{s \to -1} \frac{-3s + 2}{s(s+2)} = -5
\]
\[
C_2 = \lim_{s \to -2} \frac{-3s + 2}{s(s+1)} = 4
\]
\[
C_{r+n+0}(s) = \frac{1}{s} - \frac{5}{s+1} + \frac{4}{s+2}
\]
\[
c(t) = 1 - 5e^{-t} + 4e^{-2t}
\]

（5）
\[
e(t) = r(t) - c(t) = 5e^{-t} - 4e^{-2t}
\]",,20cm,2026-05-25
专业课,卢京潮讲义,卢京潮讲义-例8-1,系统如图所示，现采用负反馈方式，欲将系统调节时间减小到原来的$0.1$倍，且保证原放大倍数不变，试确定参数$K_{0}$和$K_{H}$的取值。已知$G(s)=\frac{10}{0.2s + 1}$，原系统中$T = 0.2$，$K = 10$，闭环系统应满足$T^{*}=0.1T = 0.02$，$K^{*}=K = 10$。,y,卢京潮讲义-例8-1,*,错题、概念,"依题意，$G(s)=\frac{10}{0.2s + 1}$，$\begin{cases}T = 0.2\\K = 10\end{cases}$，闭环系统应满足$\begin{cases}T^{*}=0.1T = 0.02\\K^{*}=K = 10\end{cases}$。
\begin{align*}
\Phi(s)&=\frac{K_{O}G(s)}{1 + K_{H}G(s)}\\
&=\frac{\frac{10K_{O}}{0.2s + 1}}{1 + \frac{10K_{H}}{0.2s + 1}}\\
&=\frac{10K_{O}}{0.2s + 1 + 10K_{H}}\\
&=\frac{\frac{10K_{O}}{1 + 10K_{H}}}{\frac{0.2}{1 + 10K_{H}}s + 1}
\end{align*}
由$\begin{cases}\frac{0.2}{1 + 10K_{H}} = T^{*}=0.02\\\frac{10K_{O}}{1 + 10K_{H}} = K^{*}=10\end{cases}$，解得$\begin{cases}K_{H}=0.9\\K_{O}=10\end{cases}$。",,10cm,2026-05-25
专业课,卢京潮讲义,卢京潮讲义-例9-2,二阶系统的结构图及单位阶跃响应分别如图(a)，(b)所示，试确定系统参数$K_1$，$K_2$，$a$的值。,y,卢京潮讲义-例9-2,*,错题、计算,"由结构图可得系统闭环传递函数
\[
\Phi(s)=\frac{K_1K_2/s(s + a)}{1 + K_2/s(s + a)}=\frac{K_1K_2}{s^2 + as + K_2}\rightarrow
\begin{cases}
K_2 = \omega_n^2\\
a = 2\xi\omega_n
\end{cases}
\]
由单位阶跃响应曲线有
\[
h(\infty)=2=\lim_{s\rightarrow0}\Phi(s)R(s)=\lim_{s\rightarrow0}\frac{K_1K_2}{s^2 + as + K_2}=K_1
\]
\[
\begin{cases}
t_p=\frac{\pi}{\sqrt{1-\xi^2}\omega_n}=0.75\\
\sigma\%=\frac{2.18 - 2}{2}=0.09=e^{-\xi\pi/\sqrt{1-\xi^2}}
\end{cases}
\]
联立求解得$\begin{cases}\xi = 0.608\\\omega_n = 5.278\end{cases}$
\[
\begin{cases}
K_2 = \omega_n^2 = 5.278^2 = 27.85\\
a = 2\xi\omega_n = 2\times0.608\times5.278 = 6.42
\end{cases}
\]
因此有$K_1 = 2$，$K_2 = 27.85$，$a = 6.42$。",2026-06-21:对,11cm,2026-05-30
专业课,卢京潮讲义,卢京潮讲义-例9-3,对于典型欠阻尼二阶系统，已知$5\% \leq \sigma\% < 16.3\%$，$2 < \omega_n \leq 5$，试确定满足要求的系统极点分布范围。,y,卢京潮讲义-例9-3,*,错题、公式,"依题意有
\[
\begin{cases}
0.707 \geq \xi > 0.5 \\
2 < \omega_n \leq 5
\end{cases}
\]
\[
\begin{cases}
45^{\circ} \leq \beta < 60^{\circ} \\
2 < \omega_n \leq 5
\end{cases}
\]",,6cm,2026-05-30
专业课,卢京潮讲义,卢京潮讲义-例10-6,某单位反馈系统的开环零、极点分布如图所示，判定系统能否稳定，若能稳定，试确定相应开环增益$K$的范围。,y,卢京潮讲义-例10-6,*,错题,"依题意有
\[
G(s)=\frac{K(s - 1)}{(\frac{s}{3}-1)^2}=\frac{9K(s - 1)}{(s - 3)^2}
\]
\[
D(s)=(s - 3)^2+9K(s - 1)=s^2+(9K - 6)s+9(1 - K)=0
\]
\[
\begin{cases}
9K - 6>0 \\
1 - K>0
\end{cases}
\Rightarrow \frac{2}{3}<K<1
\]",,6cm,2026-06-03
专业课,卢京潮讲义,卢京潮讲义-例10-7,"系统结构图如右图所示
(1) 确定使系统稳定的参数$(K, \xi)$的范围；
(2) 当$\xi = 2$时，确定使全部极点均位于$s = -1$之左的$K$值范围。",y,卢京潮讲义-例10-7,***,其他方法,"(1) \(G(s)=\frac{K_a}{s(s^2 + 20\xi s + 100)}\)，\(K = \frac{K_a}{100}\)，\(D(s)=s^3 + 20\xi s^2 + 100s + 100K = 0\)
\[
\begin{array}{c|cc}
s^3 & 1 & 100 \\
s^2 & 20\xi & 100K \\
s^1 & \frac{2000\xi - 100K}{20\xi} & 0 \\
s^0 & 100K &
\end{array}
\]
由\(20\xi>0\)得\(\xi>0\)；由\(\frac{2000\xi - 100K}{20\xi}>0\)得\(K < 20\xi\)；由\(100K>0\)得\(K > 0\)。
(2) 当\(\xi = 2\)时，进行平移变换：\(S = \widehat{S}-1\)
\(D(s)=s^3 + 20\times 2s^2 + 100s + 100K = 0\)，将\(S = \widehat{S}-1\)代入得
\begin{align*}
D(\widehat{s})&=(\widehat{s}-1)^3 + 40(\widehat{s}-1)^2 + 100(\widehat{s}-1) + 100K = 0\\
&=\widehat{s}^3 + 37\widehat{s}^2 + 23\widehat{s}+(100K - 61)=0
\end{align*}
\[
\begin{array}{c|cc}
\widehat{s}^3 & 1 & 23 \\
\widehat{s}^2 & 37 & 100K - 61 \\
\widehat{s}^1 & \frac{912 - 100K}{37} & 0 \\
\widehat{s}^0 & 100K - 61 &
\end{array}
\]
由\(\frac{912 - 100K}{37}>0\)得\(K < 9.12\)；由\(100K - 61>0\)得\(K > 0.61\)。",,14cm,2026-06-04
专业课,卢京潮讲义,卢京潮讲义-例11-3,已知系统结构图如图所示，输入$r(t)=2t + 4t^2$，求系统的稳态误差。其中$G(s)=\frac{K_1(Ts + 1)}{s^2(s + a)}$，$\begin{cases}K = K_1/a\\v = 2\end{cases}$，$\Phi(s)=\frac{K_1}{s^2(s + a)+K_1(Ts + 1)}$，$D(s)=s^3 + as^2 + K_1Ts + K_1 = 0$。,y,卢京潮讲义-例11-3,*,错题、求稳先判稳,"首先列出劳斯表：
\[
\begin{array}{c|ccc}
s^3 & 1 & K_1T & \\
s^2 & a & K_1 & \\
s^1 & \frac{(aT - 1)K_1}{a} & 0 & \\
s^0 & K_1 & &
\end{array}
\]
由劳斯判据可得：$a>0$，$aT>1$，$K_1>0$。
对于$r_1(t)=2t$，$e_{ss1}=0$；对于$r_2(t)=4t^2 = 8\cdot\frac{1}{2}t^2$，$e_{ss2}=\frac{A}{K}=\frac{8a}{K_1}$。
所以$e_{ss}=e_{ss1}+e_{ss2}=\frac{8a}{K_1}$。",,10cm,2026-06-06
专业课,卢京潮讲义,卢京潮讲义-例11-4,已知系统结构图，输入$r(t)=At$，求$G_c(s)$，使稳态误差为零。系统中$G(s)=\frac{K}{s(Ts + 1)}$，$D(s)=Ts^2 + s + K = 0$。,y,卢京潮讲义-例11-4,*,错题,"\begin{align*}
\Phi_e(s)&=\frac{E(s)}{R(s)}=\frac{1 - \frac{KG_c(s)}{s(Ts + 1)}}{1 + \frac{K}{s(Ts + 1)}}=\frac{s(Ts + 1) - KG_c(s)}{s(Ts + 1) + K}\\
e_{ss}&=\lim_{s \to 0} s\Phi_e(s)\frac{A}{s^2}=\lim_{s \to 0}\frac{A\left[sT + 1 - \frac{K}{s}G_c(s)\right]}{s(Ts + 1) + K}=\frac{A\left[1 - \frac{K}{s}G_c(s)\right]}{K}=0
\end{align*}
解得$G_c(s)=\frac{s}{K}$。",2026-06-22:错、误差传递函数写错了,9cm,2026-06-06
专业课,卢京潮讲义,卢京潮讲义-例11-6,已知系统结构图，当$r(t)=t$时，要求$e_{ss}<0.1$，求$K$的范围。其中$G(s)=\frac{K(0.6s + 1)}{s(s + 1)(2s + 1)}$。,y,卢京潮讲义-例11-6,*,错题、计算,"首先，由$r(t)=t$，对于该系统$v = 1$，$e_{ss}=\frac{1}{K}<0.1$，解得$K>10$。
然后，求系统特征方程$D(s)=s(s + 1)(2s + 1)+K(0.6s + 1)=2s^{3}+3s^{2}+(1 + 0.6K)s + K = 0$。
列出劳斯表：
\begin{align*}
s^{3}&:2\quad 1 + 0.6K\\
s^{2}&:3\quad K\\
s^{1}&:\frac{3(1 + 0.6K)-2K}{3}\quad 0\\
s^{0}&:K
\end{align*}
由$3 - 0.2K>0$，解得$K<15$，由$K>0$，综合可得$10<K<15$。",,10cm,2026-06-06
专业课,卢京潮讲义,卢京潮讲义-习12-1-12,"稳态速度误差的正确含义为（$A$为常值）：（  ）
(A) $r(t)=A*1(t)$时，输出速度与输入速度之间的稳态误差
(B) $r(t)=A*1(t)$时，输出位置与输入位置之间的稳态误差
(C) $r(t)=A*t$时，输出位置与输入位置之间的稳态误差
(D) $r(t)=A*t$时，输出速度与输入速度之间的稳态误差",y,卢京潮讲义-习12-1-12,*,错题,C,,1cm,2026-06-07
专业课,卢京潮讲义,卢京潮讲义-习12-1-9,"二阶系统的闭环增益加大（  ）
(A) 快速性越好
(B) 超调量越大
(C) 峰值时间提前
(D) 对动态性能无影响",n,卢京潮讲义-习12-1-9,*,错题,D,,1cm,2026-06-07
专业课,卢京潮讲义,卢京潮讲义-习12-2-2,"某系统的开环传递函数为$G(s)=\frac{K}{s(T_1s + 1)(T_2s + 1)}$，则称该系统是（  ）
(A) I型系统
(B) II型系统
(C) 二阶系统
(D) 三阶系统
(E) 一阶无差系统",n,卢京潮讲义-习12-2-2,*,错题,无,,1cm,2026-06-07
