学科,书本,标题,题干,是否有图片,图片路径,掌握程度,标签,答案,历次反馈,预留空间,首次做题时间
数学,方浩概率基础,方浩概率基础-例1-29,设两个相互独立的事件$A$和$B$都不发生的概率为$\frac{1}{16}$，$A$发生$B$不发生的概率与$B$发生$A$不发生的概率相等，则$P(A)=\underline{\quad\quad\quad}$.,n,方浩概率基础-例1-29,***,不规范,"因为$A,B$为独立事件，所以$\overline{A},\overline{B}$也为独立事件，于是得到
\[
P(\overline{A} \cap \overline{B}) = P(\overline{A})P(\overline{B}) = \frac{1}{16}
\]
又
\[
P(A\overline{B}) = P(\overline{A}B)
\]
由减法公式可得
\[
P(A) - P(AB) = P(B) - P(AB)
\]
则
\[
P(A) = P(B)
\]
因此
\[
P(\overline{A})P(\overline{B}) = [1 - P(A)][1 - P(B)] = [1 - P(A)]^2 = \frac{1}{16}
\]
解得$1 - P(A) = \frac{1}{4}$，$P(A) = \frac{3}{4}$.",,6cm,2026-06-17
数学,方浩概率基础,方浩概率基础-例1-34,"某射手的命中率为$p(0 < p < 1)$，该射手连续射击$n$次才命中$k$次$(k \leq n)$概率为（  ）.
(A) $p^{k}(1 - p)^{n - k}$
(B) $\mathrm{C}_{n}^{k}p^{k}(1 - p)^{n - k}$
(C) $\mathrm{C}_{n - 1}^{k - 1}p^{k}(1 - p)^{n - k}$
(D) $\mathrm{C}_{n - 1}^{k - 1}p^{k - 1}(1 - p)^{n - k}$",n,方浩概率基础-例1-34,*,错题、易错,"本题的含义是指第$n$次一定命中，且前面$n - 1$次试验命中了$k - 1$次.
由于各次试验结果之间具有独立性. 故所求概率为
\[ [\mathrm{C}_{n - 1}^{k - 1}p^{k - 1}(1 - p)^{n - 1 - (k - 1)}]p = \mathrm{C}_{n - 1}^{k - 1}p^{k}(1 - p)^{n - k} \]
故选(C).",,4cm,2026-06-17
数学,方浩概率基础,方浩概率基础-例2-15,某人打电话，每次拨通的概率为$p = 0.2$. 假设每次拨打电话独立，直到拨通为止，则在拨打了$8$次电话后，至少需要再拨打$4$次才能拨通的概率是\underline{\quad\quad\quad}.,n,方浩概率基础-例2-15,*,错题、语句没读懂,"设随机变量$X$表示拨通所需的次数. 则$X \sim G(p)$，已知$X > 8$，我们需要计算$P\{X > 12 \mid X > 8\}$. 根据无记忆性：
\[
P\{X > 12 \mid X > 8\}=P\{X > 12 - 8\}=P\{X > 4\}.
\]
由上题知，几何分布的尾概率公式为：
\[
P\{X > k\}=(1 - p)^{k},
\]
因此
\[
P\{X > 4\}=(1 - 0.2)^{4}=0.8^{4}=0.4096.
\]",,8cm,2026-06-19
数学,方浩概率基础,方浩概率基础-例2-3,"假设随机变量$X$的绝对值不大于$1$；$P\{X=-1\}=\frac{1}{5}$，$P\{X = 1\}=\frac{2}{5}$；在事件$\{-1 < X < 1\}$出现的条件下，$X$在$(-1,1)$内的任一子区间上取值的条件概率与该子区间长度成正比. 试求$X$的分布函数$F(x)$.",n,方浩概率基础-例2-3,***,不规范,"根据题中条件可知，分布函数的关键点是$-1,1$.
此时分布函数的区间可以分为$(-\infty,-1)$，$[-1,1)$，$[1,+\infty)$三个部分.
依据分布函数的定义：
① 当$x < -1$时，$F(x)=P\{X\leq x\}=P\{\varnothing\}=0$；
② 当$-1\leq x < 1$时，
$F(x)=P\{X\leq x\}=P\{X < -1\}+P\{X = -1\}+P\{-1 < X\leq x\}$，
其中
$P\{-1 < X\leq x\mid -1 < X < 1\}=\frac{x - (-1)}{1 - (-1)}=\frac{x + 1}{2}$，
又由题中条件可知
$P\{-1 < X < 1\}=1 - P\{X = -1\}-P\{X = 1\}=\frac{2}{5}$，
$P\{-1 < X\leq x\}=P\{-1 < X < 1\}P\{-1 < X\leq x\mid -1 < X < 1\}=\frac{2}{5}\cdot\frac{x + 1}{2}=\frac{x + 1}{5}$，
故$F(x)=0+\frac{1}{5}+\frac{x + 1}{5}=\frac{x + 2}{5}$；
③ 当$x\geq 1$时，$F(x)=P\{X\leq x\}=P\{\Omega\}=1$.
综上，$X$的分布函数可以表示为$F(x)=\begin{cases}0, & x < -1,\\\frac{x + 2}{5}, & -1\leq x < 1,\\1, & x\geq 1.\end{cases}$",,10cm,2026-06-17
数学,方浩概率基础,方浩概率基础-例2-16,某次抽奖中有10张奖券，其中包含4张中奖券和6张普通券. 从中随机抽取3张奖券(不放回)，则恰好抽中2张中奖券的概率是\underline{\quad\quad\quad}.,n,方浩概率基础-例2-16,*,错题、粗心、计算,超几何分布的概率公式为\[ P\{X = k\} = \frac{\mathrm{C}_{M}^{k}\mathrm{C}_{N - M}^{n - k}}{\mathrm{C}_{N}^{n}} \]，其中，$N = 10$表示总奖券数；$M = 4$表示中奖券数；$n = 3$表示抽取的张数；$k = 2$表示中奖的张数. 代入公式可得\[ P\{X = 2\} = \frac{\mathrm{C}_{4}^{2}\mathrm{C}_{6}^{1}}{\mathrm{C}_{10}^{3}} = \frac{3}{10} \].,,4cm,2026-06-20
数学,方浩概率基础,方浩概率基础-例2-17,某抽卡游戏中，共有$12$张卡片，其中包含$3$张稀有卡. 玩家随机抽取$4$张（不放回），则至少抽到$2$张稀有卡的概率是\underline{\quad\quad\quad}.,n,方浩概率基础-例2-17,*,错题、粗心,"随机变量$X$服从超几何分布，超几何分布的概率公式为$P\{X = k\} = \frac{\mathrm{C}_{M}^{k}\mathrm{C}_{N - M}^{n - k}}{\mathrm{C}_{N}^{n}}$，其中$N = 12$，$M = 3$，$n = 4$，又
\[
P\{X \geq 2\} = 1 - P\{X \leq 1\}
\]
且
\[
P\{X \leq 1\} = P\{X = 0\} + P\{X = 1\}
\]
\[
P\{X = 0\} = \frac{\mathrm{C}_{3}^{0}\mathrm{C}_{9}^{4}}{\mathrm{C}_{12}^{4}} = \frac{14}{55}, P\{X = 1\} = \frac{\mathrm{C}_{3}^{1}\mathrm{C}_{9}^{3}}{\mathrm{C}_{12}^{4}} = \frac{28}{55}
\]
故
\[
P\{X \geq 2\} = 1 - P\{X \leq 1\} = 1 - \frac{14}{55} - \frac{28}{55} = \frac{13}{55}
\]",,6cm,2026-06-20
数学,方浩概率基础,方浩概率基础-例2-25,"设随机变量$X$服从参数为$2$的指数分布，则$P\{2 < X \leq 4 \mid X > 1\}=$（  ）.
(A)$e^{-2}-e^{-4}$
(B)$e^{-2}-e^{-6}$
(C)$e^{-4}-e^{-8}$
(D)$e^{-2}-e^{-8}$",n,方浩概率基础-例2-25,***,其他方法、不简洁,"指数分布的条件概率使用无记忆性计算，有
\[
P\{2 < X \leq 4 \mid X > 1\}=P\{1 < X \leq 3\}
\]
当$X \geq 0$时，
\[
F_X(x)=1 - e^{-2x}
\]
\[
P\{1 < X \leq 3\}=F_X(3)-F_X(1)=(1 - e^{-6})-(1 - e^{-2})=e^{-2}-e^{-6}
\]",,6cm,2026-06-21
数学,方浩概率基础,方浩概率基础-例2-26,"假设一大型设备在任何长为$t$的时间内发生故障的次数$N(t)$服从参数为$\lambda t$的泊松分布.
(1) 求相继两次故障之间时间间隔$T$的概率分布；
(2) 求在设备已经无故障工作$8$小时的情况下，继续无故障运行$10$小时的概率$Q$.",n,方浩概率基础-例2-26,*,错题,"(1) 由于$T$是相继两次故障之间的间隔，因此$T$是非负随机变量.
可见当$t < 0$时，$F(t)=P\{T \leq t\}=0$；
当$t \geq 0$时，事件$\{T > t\}$与事件$\{N(t)=0\}$等价，则
\[
F(t)=P\{T \leq t\}=1 - P\{T > t\}=1 - P\{N(t)=0\}=1 - \mathrm{e}^{-\lambda t}
\]
综上，$T$服从参数为$\lambda$的指数分布.
(2) 由指数分布的无记忆性可知$Q = P\{T > 18 \mid T > 8\}=P\{T > 10\}=\mathrm{e}^{-10\lambda}$.",,10cm,2026-06-21
数学,方浩概率基础,方浩概率基础-例2-27,"(1) 证明$\int_{-\infty}^{+\infty}\frac{1}{\sqrt{2\pi}}e^{-\frac{t^2}{2}}dt = 1$；
(2) 证明$\int_{-\infty}^{+\infty}\frac{1}{\sqrt{2\pi}\sigma}e^{-\frac{(x - \mu)^2}{2\sigma^2}}dx = 1$.",n,方浩概率基础-例2-27,***,不规范,"(1) 记$I = \int_{-\infty}^{+\infty}e^{-\frac{t^2}{2}}dt$，则有$I^2 = \int_{-\infty}^{+\infty}\int_{-\infty}^{+\infty}e^{-\frac{t^2 + u^2}{2}}dtdu$，利用极坐标将它化成累次积分，得到
\[
I^2 = \int_{0}^{2\pi}\int_{0}^{+\infty}r e^{-\frac{r^2}{2}}dr d\theta = 2\pi(-e^{-\frac{r^2}{2}})\big|_{0}^{+\infty} = 2\pi
\]
而$I > 0$，故有$I = \sqrt{2\pi}$，即有$\int_{-\infty}^{+\infty}e^{-\frac{t^2}{2}}dt = \sqrt{2\pi}$，$\int_{-\infty}^{+\infty}\frac{1}{\sqrt{2\pi}}e^{-\frac{t^2}{2}}dt = 1$.
(2) 令$\frac{x - \mu}{\sigma} = t$，得到
\[
\int_{-\infty}^{+\infty}\frac{1}{\sqrt{2\pi}\sigma}e^{-\frac{(x - \mu)^2}{2\sigma^2}}dx = \frac{1}{\sqrt{2\pi}}\int_{-\infty}^{+\infty}e^{-\frac{t^2}{2}}dt = 1
\]",,9cm,2026-06-20
数学,方浩概率基础,方浩概率基础-例2-29,"若随机变量$X\sim N(\mu,\sigma^{2})$，证明$Z = \frac{X - \mu}{\sigma}\sim N(0,1)$。",n,方浩概率基础-例2-29,*,错题、概率密度的自变量与随机变量搞混,"$Z = \frac{X - \mu}{\sigma}$的分布函数为
\[
P\{Z\leq x\}=P\left\{\frac{X - \mu}{\sigma}\leq x\right\}=P\{X\leq \mu + \sigma x\}=\frac{1}{\sqrt{2\pi}\sigma}\int_{-\infty}^{\mu + \sigma x}e^{-\frac{(t - \mu)^2}{2\sigma^2}}dt
\]
令$\frac{t - \mu}{\sigma}=u$，得
\[
P\{Z\leq x\}=\frac{1}{\sqrt{2\pi}}\int_{-\infty}^{x}e^{-\frac{u^2}{2}}du=\varPhi(x)
\]
由此知$Z = \frac{X - \mu}{\sigma}\sim N(0,1)$。",,7cm,2026-06-21
数学,方浩概率基础,方浩概率基础-例2-31,"设随机变量$X$服从标准正态分布$N(0,1)$，对任意给定的$a \in (0,1)$，数$u_a$满足$P\{X > u_a\} = a$. 若$P\{|X| < x\} = a$，则$x$等于（  ）.
(A) $u_{\frac{a}{2}}$
(B) $u_{1 - \frac{a}{2}}$
(C) $u_{\frac{1 - a}{2}}$
(D) $u_{1 - a}$",n,方浩概率基础-例2-31,*,错题、概念、题目没看懂,"因为$X$服从标准正态分布$N(0,1)$，且标准正态分布的图像关于$y$轴对称，所以由$P\{|X| < x\} = a$可知$P\{|X| > x\} = 1 - a$，即
\[
P\{X > x\} + P\{X < -x\} = 1 - a
\]
由对称性得$P\{X > x\} = \frac{1 - a}{2}$，所以$x = u_{\frac{1 - a}{2}}$.",,7cm,2026-06-20
数学,方浩概率基础,方浩概率基础-例2-32,"已知$X\sim N(1,4)$，$Y\sim N(4,9)$，定义概率$p_1 = P\{X < a\}$，$p_2 = P\{Y > b\}$，已知$p_1 < p_2$，则$a$与$b$的关系是（  ）.
(A) $a + b < 5$
(B) $3a + 2b < 11$
(C) $2a + 3b < 7$
(D) $a - b < 2$",n,方浩概率基础-例2-32,*,错题、不规范,"由题，
\[
X\sim N(1,2^2)\Rightarrow\frac{X - 1}{2}\sim N(0,1),
\]
\[
Y\sim N(4,3^2)\Rightarrow\frac{Y - 4}{3}\sim N(0,1),
\]
所以
\[
p_1 = P\{X < a\} = P\left\{\frac{X - 1}{2} < \frac{a - 1}{2}\right\} = \varPhi\left(\frac{a - 1}{2}\right),
\]
\[
p_2 = P\{Y > b\} = P\left\{\frac{Y - 4}{3} > \frac{b - 4}{3}\right\} = 1 - \varPhi\left(\frac{b - 4}{3}\right) = \varPhi\left(\frac{4 - b}{3}\right),
\]
又因为$p_1 < p_2$，所以$\varPhi\left(\frac{a - 1}{2}\right) < \varPhi\left(\frac{4 - b}{3}\right)$，由$\varPhi(x) = \int_{-\infty}^{x}\frac{1}{\sqrt{2\pi}}e^{-\frac{t^2}{2}}dt$单调递增，故$\frac{a - 1}{2} < \frac{4 - b}{3}$，即$3a + 2b < 11$.",,9cm,2026-06-21
数学,方浩概率基础,方浩概率基础-习2-10,假设一设备开机后无故障工作的时间$X$服从指数分布，平均无故障工作的时间$E(X)$为$5$小时，设备定时开机，出现故障时自动关机，而在无故障的情况下工作$2$小时便关机. 试求该设备每次开机无故障工作的时间$Y$的分布函数$F(y)$.,n,方浩概率基础-习2-10,*,错题、指数分布的期望,"依题$X \sim E(\lambda)$，且$E(X)=\frac{1}{\lambda}=5$，则$\lambda =\frac{1}{5}$. 又分析得$Y=\min\{X,2\}$，因此
当$y < 0$时，$F(y)=0$；
当$y \geqslant 2$时，$F(y)=1$；
当$0 \leqslant y < 2$时，
\begin{align*}
F(y)&=P\{Y \leqslant y\}=P\{\min\{X,2\} \leqslant y\}\\
&=P\{X \leqslant y\}=1 - \mathrm{e}^{-\lambda y}=1 - \mathrm{e}^{-\frac{y}{5}}.
\end{align*}
综上所述，$Y$的分布函数为
\[
F(y)=
\begin{cases}
0, & y < 0,\\
1 - \mathrm{e}^{-\frac{y}{5}}, & 0 \leqslant y < 2,\\
1, & y \geqslant 2.
\end{cases}
\]",,11cm,2026-06-22
数学,方浩概率基础,方浩概率基础-习2-11,"设随机变量$X$的密度函数为$f_X(x)=\begin{cases}0, & x < 0, \\ x^3e^{-x^2}, & x \geq 0.\end{cases}$试求：(1)$Y = 2X + 3$的密度函数；(2)$Y = X^2$的密度函数；(3)$Y = \ln X$的密度函数.",n,方浩概率基础-习2-11,*,错题、粗心,"(1) $Y = 2X + 3$，于是$y = 2x + 3$，得$x = \frac{y - 3}{2}$，$x' = \frac{1}{2}$，故
\[
f_Y(y)=\begin{cases}
\frac{1}{2}\left(\frac{y - 3}{2}\right)^3e^{-\left(\frac{y - 3}{2}\right)^2}, & y \geq 3, \\
0, & y < 3.
\end{cases}
\]
(2) $Y = X^2$，于是$y = x^2$，$x_1 = \sqrt{y}$或$x_2 = -\sqrt{y} < 0$，$x_1' = \frac{1}{2\sqrt{y}}$，$x_2' = -\frac{1}{2\sqrt{y}}$，故
\begin{align*}
f_Y(y)&=f_X(\sqrt{y})(\sqrt{y})_y'+f_X(-\sqrt{y})|(-\sqrt{y})_y'|\\
&=\frac{1}{2\sqrt{y}}(\sqrt{y})^3e^{-(\sqrt{y})^2}+0\cdot\frac{1}{2\sqrt{y}}\\
&=\begin{cases}
\frac{1}{2}ye^{-y}, & y > 0, \\
0, & y \leq 0.
\end{cases}
\end{align*}
(3) $Y = \ln X$，于是$y = \ln x$，$x = e^y$，$x' = e^y$. 故
\[
f_Y(y)=f_X(e^y)e^y = e^{4y}e^{-e^{2y}}, -\infty < y < +\infty.
\]",,17cm,2026-06-22
